universe, channel, y,z,x, phi, theta,R,G,B, size
15,0,1.5646343604273,3.35,3.5434664385563,0,0,0,40,40,0.01
15,0,1.5527199250473,3.35,3.5671042509061,0,0,0,40,40,0.01
15,0,1.5405996671665,3.35,3.5906371914791,0,0,0,40,40,0.01
15,0,1.5282745097893,3.35,3.6140634681517,0,0,0,40,40,0.01
15,0,1.5157453915236,3.35,3.6373812969227,0,0,0,40,40,0.01
15,0,1.50301326651,3.35,3.6605889020501,0,0,0,40,40,0.01
15,0,1.4900791043487,3.35,3.6836845161855,0,0,0,40,40,0.01
15,0,1.4769438900258,3.35,3.7066663805094,0,0,0,40,40,0.01
15,0,1.4636086238382,3.35,3.7295327448644,0,0,0,40,40,0.01
15,0,1.4500743213177,3.35,3.7522818678892,0,0,0,40,40,0.01
15,0,1.4363420131535,3.35,3.7749120171505,0,0,0,40,40,0.01
15,0,1.4224127451135,3.35,3.7974214692758,0,0,0,40,40,0.01
15,0,1.4082875779649,3.35,3.8198085100837,0,0,0,40,40,0.01
15,0,1.3939675873936,3.35,3.8420714347152,0,0,0,40,40,0.01
15,0,1.3794538639217,3.35,3.864208547763,0,0,0,40,40,0.01
15,0,1.364747512825,3.35,3.886218163401,0,0,0,40,40,0.01
15,0,1.3498496540487,3.35,3.9080986055124,0,0,0,40,40,0.01
15,0,1.3347614221219,3.35,3.9298482078176,0,0,0,40,40,0.01
15,0,1.3194839660714,3.35,3.9514653140007,0,0,0,40,40,0.01
15,0,1.3040184493341,3.35,3.9729482778362,0,0,0,40,40,0.01
15,0,1.2883660496685,3.35,3.9942954633139,0,0,0,40,40,0.01
15,0,1.272527959065,3.35,4.0155052447637,0,0,0,40,40,0.01
15,0,1.2565053836549,3.35,4.0365760069791,0,0,0,40,40,0.01
15,0,1.240299543619,3.35,4.0575061453408,0,0,0,40,40,0.01
15,0,1.2239116730942,3.35,4.0782940659384,0,0,0,40,40,0.01
15,0,1.2073430200797,3.35,4.0989381856919,0,0,0,40,40,0.01
15,0,1.1905948463421,3.35,4.1194369324722,0,0,0,40,40,0.01
15,0,1.1736684273192,3.35,4.1397887452212,0,0,0,40,40,0.01
15,0,1.1565650520226,3.35,4.1599920740701,0,0,0,40,40,0.01
15,0,1.1392860229403,3.35,4.1800453804578,0,0,0,40,40,0.01
15,0,1.1218326559364,3.35,4.1999471372481,0,0,0,40,40,0.01
15,0,1.1042062801521,3.35,4.2196958288458,0,0,0,40,40,0.01
15,0,1.0864082379034,3.35,4.2392899513121,0,0,0,40,40,0.01
15,0,1.0684398845797,3.35,4.2587280124794,0,0,0,40,40,0.01
15,0,1.0503025885401,3.35,4.2780085320647,0,0,0,40,40,0.01
15,0,1.0319977310092,3.35,4.2971300417824,0,0,0,40,40,0.01
15,0,1.0135267059723,3.35,4.3160910854561,0,0,0,40,40,0.01
15,0,0.99489092006881,3.35,4.3348902191295,0,0,0,40,40,0.01
15,0,0.97609179248548,3.35,4.3535260111764,0,0,0,40,40,0.01
15,0,0.95713075484802,3.35,4.3719970424097,0,0,0,40,40,0.01
15,0,0.93800925111226,3.35,4.3903019061894,0,0,0,40,40,0.01
15,0,0.91872873745413,3.35,4.4084392085299,0,0,0,40,40,0.01
15,0,0.89929068215878,3.35,4.4264075682058,0,0,0,40,40,0.01
15,0,0.87969656550878,3.35,4.4442056168577,0,0,0,40,40,0.01
15,0,0.85994787967133,3.35,4.4618319990958,0,0,0,40,40,0.01
15,0,0.8400461285847,3.35,4.4792853726035,0,0,0,40,40,0.01
15,0,0.81999282784367,3.35,4.4965644082392,0,0,0,40,40,0.01
15,0,0.79978950458408,3.35,4.513667790138,0,0,0,40,40,0.01
15,0,0.77943769736658,3.35,4.5305942158118,0,0,0,40,40,0.01
15,0,0.75893895605944,3.35,4.5473423962483,0,0,0,40,40,0.01
15,0,0.73829484172052,3.35,4.5639110560092,0,0,0,40,40,0.01
15,0,0.71750692647841,3.35,4.5802989333274,0,0,0,40,40,0.01
15,0,0.69657679341268,3.35,4.5965047802032,0,0,0,40,40,0.01
15,0,0.67550603643333,3.35,4.612527362499,0,0,0,40,40,0.01
15,0,0.65429626015942,3.35,4.6283654600338,0,0,0,40,40,0.01
15,0,0.63294907979685,3.35,4.6440178666755,0,0,0,40,40,0.01
15,0,0.61146612101537,3.35,4.6594833904333,0,0,0,40,40,0.01
15,0,0.58984901982481,3.35,4.6747608535482,0,0,0,40,40,0.01
15,0,0.56809942245042,3.35,4.6898490925827,0,0,0,40,40,0.01
15,0,0.54621898520755,3.35,4.7047469585095,0,0,0,40,40,0.01
15,0,0.52420937437553,3.35,4.7194533167988,0,0,0,40,40,0.01
15,0,0.50207226607073,3.35,4.7339670475049,0,0,0,40,40,0.01
15,0,0.47980934611897,3.35,4.7482870453517,0,0,0,40,40,0.01
15,0,0.45742230992708,3.35,4.7624122198162,0,0,0,40,40,0.01
15,0,0.43491286235383,3.35,4.7763414952122,0,0,0,40,40,0.01
15,0,0.41228271758009,3.35,4.7900738107719,0,0,0,40,40,0.01
15,0,0.38953359897829,3.35,4.8036081207266,0,0,0,40,40,0.01
15,0,0.36666723898117,3.35,4.8169433943868,0,0,0,40,40,0.01
15,0,0.34368537894983,3.35,4.8300786162201,0,0,0,40,40,0.01
15,0,0.32058976904118,3.35,4.843012785929,0,0,0,40,40,0.01
15,0,0.2973821680746,3.35,4.8557449185267,0,0,0,40,40,0.01
15,0,0.27406434339801,3.35,4.8682740444125,0,0,0,40,40,0.01
15,0,0.25063807075331,3.35,4.8805992094453,0,0,0,40,40,0.01
15,0,0.22710513414111,3.35,4.8927194750165,0,0,0,40,40,0.01
15,0,0.2034673256849,3.35,4.9046339181213,0,0,0,40,40,0.01
15,0,0.17972644549457,3.35,4.9163416314291,0,0,0,40,40,0.01
15,0,0.1558843015293,3.35,4.9278417233526,0,0,0,40,40,0.01
15,0,0.13194270945991,3.35,4.9391333181157,0,0,0,40,40,0.01
15,0,0.10790349253058,3.35,4.95021555582,0,0,0,40,40,0.01
15,0,0.08376848141997,3.35,4.9610875925105,0,0,0,40,40,0.01
15,0,0.059539514101869,3.35,4.97174860024,0,0,0,40,40,0.01
15,0,0.035218435705173,3.35,4.9821977671318,0,0,0,40,40,0.01
15,0,0.010807098373393,3.35,4.9924342974416,0,0,0,40,40,0.01
15,0,-0.013692638876392,3.35,5.0024574116184,0,0,0,40,40,0.01
15,0,-0.038278910295116,3.35,5.0122663463636,0,0,0,40,40,0.01
15,0,-0.062949843543796,3.35,5.0218603546891,0,0,0,40,40,0.01
15,0,-0.087703559836132,3.35,5.0312387059743,0,0,0,40,40,0.01
15,0,-0.11253817408157,3.35,5.0404006860217,0,0,0,40,40,0.01
15,0,-0.13745179502888,3.35,5.0493455971115,0,0,0,40,40,0.01
15,0,-0.16244252541015,3.35,5.0580727580542,0,0,0,40,40,0.01
15,0,-0.18750846208531,3.35,5.0665815042431,0,0,0,40,40,0.01
15,0,-0.21264769618702,3.35,5.0748711877045,0,0,0,40,40,0.01
15,0,-0.23785831326606,3.35,5.0829411771471,0,0,0,40,40,0.01
15,0,-0.26313839343715,3.35,5.0907908580103,0,0,0,40,40,0.01
15,0,-0.2884860115251,3.35,5.0984196325106,0,0,0,40,40,0.01
15,0,-0.31389923721147,3.35,5.1058269196877,0,0,0,40,40,0.01
15,0,-0.33937613518152,3.35,5.1130121554482,0,0,0,40,40,0.01
15,0,-0.36491476527165,3.35,5.1199747926087,0,0,0,40,40,0.01
15,0,-0.39051318261711,3.35,5.1267143009378,0,0,0,40,40,0.01
15,0,-0.41616943780012,3.35,5.133230167196,0,0,0,40,40,0.01
15,0,-0.44188157699833,3.35,5.139521895175,0,0,0,40,40,0.01
15,0,-0.4676476421336,3.35,5.1455890057356,0,0,0,40,40,0.01
15,0,-0.49346567102114,3.35,5.1514310368441,0,0,0,40,40,0.01
15,0,-0.51933369751891,3.35,5.1570475436073,0,0,0,40,40,0.01
15,0,-0.54524975167735,3.35,5.1624380983066,0,0,0,40,40,0.01
15,0,-0.57121185988942,3.35,5.1676022904308,0,0,0,40,40,0.01
15,0,-0.59721804504089,3.35,5.1725397267065,0,0,0,40,40,0.01
15,0,-0.6232663266609,3.35,5.1772500311293,0,0,0,40,40,0.01
15,0,-0.64935472107277,3.35,5.1817328449912,0,0,0,40,40,0.01
15,0,-0.6754812415451,3.35,5.1859878269088,0,0,0,40,40,0.01
15,0,-0.70164389844302,3.35,5.1900146528488,0,0,0,40,40,0.01
15,0,-0.72784069937975,3.35,5.1938130161531,0,0,0,40,40,0.01
15,0,-0.75406964936831,3.35,5.1973826275617,0,0,0,40,40,0.01
15,0,-0.78032875097342,3.35,5.2007232152349,0,0,0,40,40,0.01
15,0,-0.80661600446367,3.35,5.2038345247741,0,0,0,40,40,0.01
15,0,-0.83292940796377,3.35,5.2067163192413,0,0,0,40,40,0.01
15,0,-0.859266957607,3.35,5.2093683791767,0,0,0,40,40,0.01
15,0,-0.8856266476878,3.35,5.2117905026157,0,0,0,40,40,0.01
15,0,-0.91200647081458,3.35,5.2139825051043,0,0,0,40,40,0.01
15,0,-0.93840441806249,3.35,5.2159442197132,0,0,0,40,40,0.01
15,0,-0.96481847912648,3.35,5.2176754970502,0,0,0,40,40,0.01
15,0,-0.99124664247438,3.35,5.2191762052719,0,0,0,40,40,0.01
15,0,-1.0176868955001,3.35,5.2204462300936,0,0,0,40,40,0.01
15,0,-1.0441372246767,3.35,5.2214854747981,0,0,0,40,40,0.01
15,0,-1.0705956157103,3.35,5.2222938602429,0,0,0,40,40,0.01
15,0,-1.0970600536926,3.35,5.2228713248663,0,0,0,40,40,0.01
15,0,-1.123528523255,3.35,5.2232178246921,0,0,0,40,40,0.01
15,0,-1.1499990087221,3.35,5.2233333333332,0,0,0,40,40,0.01
15,0,-1.1764694942647,3.35,5.223217841993,0,0,0,40,40,0.01
15,0,-1.2029379640537,3.35,5.2228713594666,0,0,0,40,40,0.01
15,0,-1.2294024024134,3.35,5.2222939121401,0,0,0,40,40,0.01
15,0,-1.2558607939753,3.35,5.2214855439883,0,0,0,40,40,0.01
15,0,-1.2823111238312,3.35,5.2204463165715,0,0,0,40,40,0.01
15,0,-1.3087513776869,3.35,5.2191763090308,0,0,0,40,40,0.01
15,0,-1.3351795420157,3.35,5.2176756180823,0,0,0,40,40,0.01
15,0,-1.3615936042112,3.35,5.2159443580093,0,0,0,40,40,0.01
15,0,-1.3879915527413,3.35,5.2139826606538,0,0,0,40,40,0.01
15,0,-1.4143713773007,3.35,5.2117906754068,0,0,0,40,40,0.01
15,0,-1.4407310689646,3.35,5.2093685691962,0,0,0,40,40,0.01
15,0,-1.4670686203412,3.35,5.2067165264748,0,0,0,40,40,0.01
15,0,-1.4933820257248,3.35,5.2038347492058,0,0,0,40,40,0.01
15,0,-1.5196692812485,3.35,5.2007234568476,0,0,0,40,40,0.01
15,0,-1.545928385037,3.35,5.1973828863371,0,0,0,40,40,0.01
15,0,-1.5721573373586,3.35,5.1938132920715,0,0,0,40,40,0.01
15,0,-1.5983541407779,3.35,5.1900149458892,0,0,0,40,40,0.01
15,0,-1.6245168003077,3.35,5.1859881370487,0,0,0,40,40,0.01
15,0,-1.6506433235611,3.35,5.1817331722072,0,0,0,40,40,0.01
15,0,-1.6767317209029,3.35,5.1772503753964,0,0,0,40,40,0.01
15,0,-1.7027800056015,3.35,5.1725400879985,0,0,0,40,40,0.01
15,0,-1.72878619398,3.35,5.1676026687201,0,0,0,40,40,0.01
15,0,-1.7547483055673,3.35,5.1624384935646,0,0,0,40,40,0.01
15,0,-1.780664363249,3.35,5.1570479558037,0,0,0,40,40,0.01
15,0,-1.8065323934176,3.35,5.1514314659476,0,0,0,40,40,0.01
15,0,-1.8323504261234,3.35,5.1455894517135,0,0,0,40,40,0.01
15,0,-1.8581164952241,3.35,5.1395223579933,0,0,0,40,40,0.01
15,0,-1.8838286385345,3.35,5.1332306468195,0,0,0,40,40,0.01
15,0,-1.9094848979762,3.35,5.12671479733,0,0,0,40,40,0.01
15,0,-1.9350833197266,3.35,5.1199753057318,0,0,0,40,40,0.01
15,0,-1.9606219543674,3.35,5.113012685263,0,0,0,40,40,0.01
15,0,-1.9860988570336,3.35,5.105827466154,0,0,0,40,40,0.01
15,0,-2.0115120875613,3.35,5.0984201955867,0,0,0,40,40,0.01
15,0,-2.0368597106354,3.35,5.0907914376533,0,0,0,40,40,0.01
15,0,-2.0621397959369,3.35,5.082941773313,0,0,0,40,40,0.01
15,0,-2.0873504182904,3.35,5.0748718003478,0,0,0,40,40,0.01
15,0,-2.1124896578102,3.35,5.0665821333172,0,0,0,40,40,0.01
15,0,-2.1375556000466,3.35,5.0580734035111,0,0,0,40,40,0.01
15,0,-2.1625463361318,3.35,5.0493462589021,0,0,0,40,40,0.01
15,0,-2.1874599629254,3.35,5.0404013640956,0,0,0,40,40,0.01
15,0,-2.212294583159,3.35,5.0312394002798,0,0,0,40,40,0.01
15,0,-2.2370483055809,3.35,5.0218610651733,0,0,0,40,40,0.01
15,0,-2.2617192451002,3.35,5.0122670729725,0,0,0,40,40,0.01
15,0,-2.2863055229299,3.35,5.0024581542967,0,0,0,40,40,0.01
15,0,-2.3108052667307,3.35,4.9924350561327,0,0,0,40,40,0.01
15,0,-2.335216610753,3.35,4.9821985417779,0,0,0,40,40,0.01
15,0,-2.3595376959791,3.35,4.9717493907821,0,0,0,40,40,0.01
15,0,-2.3837666702651,3.35,4.9610883988884,0,0,0,40,40,0.01
15,0,-2.4079016884816,3.35,4.9502163779723,0,0,0,40,40,0.01
15,0,-2.4319409126542,3.35,4.9391341559798,0,0,0,40,40,0.01
15,0,-2.4558825121036,3.35,4.9278425768647,0,0,0,40,40,0.01
15,0,-2.4797246635852,3.35,4.9163425005242,0,0,0,40,40,0.01
15,0,-2.5034655514276,3.35,4.9046348027331,0,0,0,40,40,0.01
15,0,-2.527103367671,3.35,4.8927203750778,0,0,0,40,40,0.01
15,0,-2.5506363122048,3.35,4.8806001248874,0,0,0,40,40,0.01
15,0,-2.5740625929051,3.35,4.8682749751658,0,0,0,40,40,0.01
15,0,-2.5973804257706,3.35,4.8557458645203,0,0,0,40,40,0.01
15,0,-2.6205880350588,3.35,4.8430137470909,0,0,0,40,40,0.01
15,0,-2.6436836534211,3.35,4.830079592477,0,0,0,40,40,0.01
15,0,-2.6666655220375,3.35,4.8169443856645,0,0,0,40,40,0.01
15,0,-2.6895318907504,3.35,4.8036091269495,0,0,0,40,40,0.01
15,0,-2.7122810181981,3.35,4.7900748318633,0,0,0,40,40,0.01
15,0,-2.7349111719471,3.35,4.7763425310945,0,0,0,40,40,0.01
15,0,-2.7574206286244,3.35,4.7624132704105,0,0,0,40,40,0.01
15,0,-2.7798076740483,3.35,4.7482881105779,0,0,0,40,40,0.01
15,0,-2.8020706033595,3.35,4.733968127282,0,0,0,40,40,0.01
15,0,-2.8242077211503,3.35,4.7194544110444,0,0,0,40,40,0.01
15,0,-2.8462173415942,3.35,4.7047480671403,0,0,0,40,40,0.01
15,0,-2.8680977885742,3.35,4.6898502155144,0,0,0,40,40,0.01
15,0,-2.8898473958101,3.35,4.6747619906953,0,0,0,40,40,0.01
15,0,-2.9114645069859,3.35,4.6594845417091,0,0,0,40,40,0.01
15,0,-2.9329474758754,3.35,4.6440190319923,0,0,0,40,40,0.01
15,0,-2.9542946664683,3.35,4.6283666393029,0,0,0,40,40,0.01
15,0,-2.9755044530938,3.35,4.6125285556306,0,0,0,40,40,0.01
15,0,-2.9965752205453,3.35,4.5965059871064,0,0,0,40,40,0.01
15,0,-3.017505364203,3.35,4.5803001539104,0,0,0,40,40,0.01
15,0,-3.0382932901561,3.35,4.5639122901789,0,0,0,40,40,0.01
15,0,-3.0589374153241,3.35,4.5473436439108,0,0,0,40,40,0.01
15,0,-3.0794361675777,3.35,4.5305954768721,0,0,0,40,40,0.01
15,0,-3.0997879858581,3.35,4.5136690645,0,0,0,40,40,0.01
15,0,-3.1199913202963,3.35,4.4965656958059,0,0,0,40,40,0.01
15,0,-3.1400446323307,3.35,4.4792866732768,0,0,0,40,40,0.01
15,0,-3.1599463948247,3.35,4.4618333127768,0,0,0,40,40,0.01
15,0,-3.1796950921826,3.35,4.4442069434462,0,0,0,40,40,0.01
15,0,-3.1992892204652,3.35,4.4264089076008,0,0,0,40,40,0.01
15,0,-3.2187272875045,3.35,4.4084405606294,0,0,0,40,40,0.01
15,0,-3.2380078130169,3.35,4.3903032708905,0,0,0,40,40,0.01
15,0,-3.2571293287166,3.35,4.3719984196084,0,0,0,40,40,0.01
15,0,-3.2760903784265,3.35,4.3535274007679,0,0,0,40,40,0.01
15,0,-3.29488951819,3.35,4.3348916210079,0,0,0,40,40,0.01
15,0,-3.3135253163804,3.35,4.3160924995146,0,0,0,40,40,0.01
15,0,-3.33199635381,3.35,4.2971314679134,0,0,0,40,40,0.01
15,0,-3.3503012238385,3.35,4.2780099701596,0,0,0,40,40,0.01
15,0,-3.3684385324797,3.35,4.2587294624286,0,0,0,40,40,0.01
15,0,-3.386406898508,3.35,4.2392914130053,0,0,0,40,40,0.01
15,0,-3.4042049535631,3.35,4.2196973021716,0,0,0,40,40,0.01
15,0,-3.421831342255,3.35,4.1999486220943,0,0,0,40,40,0.01
15,0,-3.4392847222664,3.35,4.1800468767114,0,0,0,40,40,0.01
15,0,-3.4565637644554,3.35,4.159993581617,0,0,0,40,40,0.01
15,0,-3.4736671529566,3.35,4.1397902639467,0,0,0,40,40,0.01
15,0,-3.4905935852813,3.35,4.1194384622607,0,0,0,40,40,0.01
15,0,-3.5073417724167,3.35,4.0989397264268,0,0,0,40,40,0.01
15,0,-3.523910438924,3.35,4.0782956175024,0,0,0,40,40,0.01
15,0,-3.5402983230356,3.35,4.0575077076158,0,0,0,40,40,0.01
15,0,-3.5565041767512,3.35,4.0365775798461,0,0,0,40,40,0.01
15,0,-3.5725267659329,3.35,4.0155068281028,0,0,0,40,40,0.01
15,0,-3.5883648703989,3.35,3.9942970570047,0,0,0,40,40,0.01
15,0,-3.6040172840167,3.35,3.9729498817573,0,0,0,40,40,0.01
15,0,-3.6194828147951,3.35,3.9514669280298,0,0,0,40,40,0.01
15,0,-3.6347602849743,3.35,3.9298498318319,0,0,0,40,40,0.01
15,0,-3.6498485311165,3.35,3.9081002393882,0,0,0,40,40,0.01
15,0,-3.6647464041936,3.35,3.8862198070139,0,0,0,40,40,0.01
15,0,-3.6794527696755,3.35,3.8642102009879,0,0,0,40,40,0.01
15,0,-3.693966507616,3.35,3.8420730974261,0,0,0,40,40,0.01
15,0,-3.7082865127382,3.35,3.819810182154,0,0,0,40,40,0.01
15,0,-3.7224116945187,3.35,3.7974231505782,0,0,0,40,40,0.01
15,0,-3.7363409772706,3.35,3.7749137075569,0,0,0,40,40,0.01
15,0,-3.7500733002257,3.35,3.7522835672709,0,0,0,40,40,0.01
15,0,-3.7636076176147,3.35,3.729534453092,0,0,0,40,40,0.01
15,0,-3.7769428987475,3.35,3.7066680974528,0,0,0,40,40,0.01
15,0,-3.7900781280912,3.35,3.683686241714,0,0,0,40,40,0.01
15,0,-3.8030123053476,3.35,3.6605906360321,0,0,0,40,40,0.01
15,0,-3.8157444455294,3.35,3.6373830392264,0,0,0,40,40,0.01
15,0,-3.8282735790354,3.35,3.6140652186442,0,0,0,40,40,0.01
15,0,-3.8405987517238,3.35,3.5906389500273,0,0,0,40,40,0.01
15,0,-3.8527190249854,3.35,3.567106017376,0,0,0,40,40,0.01
15,0,-3.8646334758149,3.35,3.5434682128133,0,0,0,40,40,0.01
15,0,-3.8763411968811,3.35,3.519727336449,0,0,0,40,40,0.01
15,0,-3.8878412965961,3.35,3.4958851962419,0,0,0,40,40,0.01
15,0,-3.8991328991832,3.35,3.4719436078626,0,0,0,40,40,0.01
15,0,-3.9102151447434,3.35,3.4479043945549,0,0,0,40,40,0.01
15,0,-3.9210871893211,3.35,3.4237693869972,0,0,0,40,40,0.01
15,0,-3.9317482049685,3.35,3.3995404231631,0,0,0,40,40,0.01
15,0,-3.9421973798083,3.35,3.3752193481811,0,0,0,40,40,0.01
15,0,-3.9524339180956,3.35,3.3508080141946,0,0,0,40,40,0.01
15,0,-3.9624570402788,3.35,3.3263082802203,0,0,0,40,40,0.01
15,0,-3.9722659830587,3.35,3.3017220120071,0,0,0,40,40,0.01
15,0,-3.9818599994465,3.35,3.2770510818937,0,0,0,40,40,0.01
15,0,-3.9912383588211,3.35,3.2522973686661,0,0,0,40,40,0.01
15,0,-4.0004003469843,3.35,3.2274627574148,0,0,0,40,40,0.01
15,0,-4.0093452662158,3.35,3.2025491393906,0,0,0,40,40,0.01
15,0,-4.0180724353253,3.35,3.1775584118613,0,0,0,40,40,0.01
15,0,-4.0265811897057,3.35,3.1524924779668,0,0,0,40,40,0.01
15,0,-4.0348708813824,3.35,3.1273532465741,0,0,0,40,40,0.01
15,0,-4.0429408790637,3.35,3.1021426321323,0,0,0,40,40,0.01
15,0,-4.0507905681883,3.35,3.0768625545264,0,0,0,40,40,0.01
15,0,-4.0584193509721,3.35,3.0515149389315,0,0,0,40,40,0.01
15,0,-4.0658266464541,3.35,3.0261017156658,0,0,0,40,40,0.01
15,0,-4.0730118905403,3.35,3.0006248200439,0,0,0,40,40,0.01
15,0,-4.0799745360467,3.35,2.9750861922291,0,0,0,40,40,0.01
15,0,-4.0867140527412,3.35,2.9494877770861,0,0,0,40,40,0.01
15,0,-4.0932299273837,3.35,2.9238315240324,0,0,0,40,40,0.01
15,0,-4.0995216637654,3.35,2.8981193868903,0,0,0,40,40,0.01
15,0,-4.1055887827462,3.35,2.8723533237378,0,0,0,40,40,0.01
15,0,-4.1114308222919,3.35,2.8465352967594,0,0,0,40,40,0.01
15,0,-4.1170473375086,3.35,2.8206672720971,0,0,0,40,40,0.01
15,0,-4.1224379006772,3.35,2.7947512197002,0,0,0,40,40,0.01
15,0,-4.1276021012856,3.35,2.7687891131758,0,0,0,40,40,0.01
15,0,-4.1325395460601,3.35,2.7427829296378,0,0,0,40,40,0.01
15,0,-4.1372498589952,3.35,2.7167346495571,0,0,0,40,40,0.01
15,0,-4.1417326813827,3.35,2.6906462566102,0,0,0,40,40,0.01
15,0,-4.1459876718383,3.35,2.6645197375284,0,0,0,40,40,0.01
15,0,-4.1500145063282,3.35,2.6383570819464,0,0,0,40,40,0.01
15,0,-4.1538128781935,3.35,2.612160282251,0,0,0,40,40,0.01
15,0,-4.1573824981735,3.35,2.585931333429,0,0,0,40,40,0.01
15,0,-4.160723094428,3.35,2.5596722329155,0,0,0,40,40,0.01
15,0,-4.1638344125579,3.35,2.533384980442,0,0,0,40,40,0.01
15,0,-4.1667162156241,3.35,2.5070715778837,0,0,0,40,40,0.01
15,0,-4.1693682841664,3.35,2.4807340291072,0,0,0,40,40,0.01
15,0,-4.1717904162197,3.35,2.4543743398179,0,0,0,40,40,0.01
15,0,-4.1739824273291,3.35,2.4279945174075,0,0,0,40,40,0.01
15,0,-4.1759441505647,3.35,2.4015965708006,0,0,0,40,40,0.01
15,0,-4.1776754365336,3.35,2.3751825103024,0,0,0,40,40,0.01
15,0,-4.1791761533919,3.35,2.3487543474449,0,0,0,40,40,0.01
15,0,-4.1804461868542,3.35,2.3223140948343,0,0,0,40,40,0.01
15,0,-4.1814854402025,3.35,2.2958637659972,0,0,0,40,40,0.01
15,0,-4.1822938342938,3.35,2.2694053752279,0,0,0,40,40,0.01
15,0,-4.1828713075656,3.35,2.2429409374343,0,0,0,40,40,0.01
15,0,-4.1832178160412,3.35,2.2164724679851,0,0,0,40,40,0.01
15,0,-4.1833333333327,3.35,2.1900019825557,0,0,0,40,40,0.01
15,0,-4.1832178506429,3.35,2.1635314969754,0,0,0,40,40,0.01
